time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.0017834518508425864,0.014074175050158982,10.02079961051235,0.10608484263196605,0.21190274666030184,0.11799329663805125,-0.04175276338573741,0.269715981594833,0.3929722277389749,0.10409983790094472,0.19492868799556254,0.29966405875096386,440.89969330253575,440.5194328352028,440.1176290734334,440.4657687772398
0.12000000000000001,-0.004537414901776563,0.0321331510459498,10.044168497044481,0.11216214316585127,0.223824907547991,0.13596645176181354,-0.16996611024476785,0.3327515534693327,0.38569928404891696,0.09497671322373133,0.20533632587929374,0.2993288691771746,407.7363064848415,408.7072099908743,407.28474358239134,406.4779828388258
0.18,-0.019496901937696674,0.05443356032409291,10.070213832187266,0.11832374500794884,0.23588406990903454,0.1539195104218134,-0.3299254447863439,0.4111568769847206,0.4820594363455455,0.11483095833493105,0.1904574492628105,0.29899442875830656,443.28812197667185,442.10353558755276,442.8259815781434,444.46491082912394
0.23999999999999996,-0.044328951993111335,0.08157463960164184,10.102074360611537,0.12466876931075443,0.24772378508839843,0.17185251751758202,-0.4990007347329019,0.4941855097800253,0.5794991040686477,0.07309838718955684,0.20837553249558266,0.2986607349852898,443.7539592502443,445.2598337320833,446.146662032457,442.7356722292406
0.3,-0.07914674547279353,0.11360802374454151,10.138104228227254,0.12879782853079735,0.260070607118692,0.18976551779832462,-0.6627726075935897,0.5739462898636047,0.6210761468537093,0.058480576582759985,0.20001764272339354,0.29832778536024745,426.60319863007936,425.93257486566773,428.3793684890224,427.1384502606629
0.36000000000000004,-0.1246815246328321,0.15080748084293788,10.178961927310857,0.1324195686686691,0.2719786826942725,0.20765855586359727,-0.85631708298769,0.6663490929885492,0.7403077501411732,0.06388119709729252,0.1951787826051963,0.2979955773964335,454.1871349064682,453.83655150357293,452.8571196502753,453.29376869041306
0.4200000000000001,-0.18145341599275408,0.1933196066197724,10.224644204103909,0.1361130822189578,0.28371915111198387,0.22553167616396674,-1.0372048819493276,0.7510246695964523,0.7819637285950688,0.056456120290847976,0.1966462883581245,0.2976641086181704,428.468607979517,428.6322805134493,430.14881324959197,429.5224861332034
0.48000000000000015,-0.24948803805770675,0.24105479196254953,10.273336816282509,0.13996010421704508,0.29577572142040864,0.24338492300167847,-1.2317928819145039,0.8404437766819194,0.8405817488989374,0.07618806970902949,0.20837608006103028,0.29733337656078807,435.28257811292724,436.3032224475115,435.462117940822,437.11240637913016
0.5400000000000001,-0.3296742041543944,0.2943285140557774,10.326182681919573,0.14435384194084744,0.3077602470537899,0.2612183405313129,-1.4423323830238055,0.9357284264814619,0.9202944302210414,0.06653837283711787,0.17066414654768206,0.29700337877056243,445.3879786546805,442.3309532776729,445.29853346061606,444.51267522803033
0.6000000000000002,-0.42286885645356503,0.3534557866938466,10.384110886930666,0.14831850587585915,0.3181194828576137,0.2790319727604409,-1.6652182794897261,1.035522921374291,1.009993804029448,0.06514063399472442,0.17635784993019823,0.2966741128046549,448.3626897173921,448.85328074748537,449.65109340017307,449.5410442040459
0.6600000000000003,-0.5283320568103517,0.418047422008543,10.443341780857642,0.1526097866149705,0.3285124779848063,0.2968258635502803,-1.8511582998968372,1.1178440660190665,0.963934085859549,0.08192815572520878,0.16606042049445602,0.29634557623105195,403.43714269557387,402.5385208985208,403.23146670769563,404.74945349330943
0.7200000000000003,-0.6461734428181923,0.4881091755613548,10.502699490719937,0.15803806967053013,0.33913635637540196,0.31460005661633783,-2.0779220137654755,1.2179962426948105,1.0139694085731692,0.1036247818823627,0.19299917272415631,0.2960177666285053,437.1616778263117,439.4304170656584,437.8892223400238,439.6970331800422
0.7800000000000004,-0.7773598299732268,0.5640642548809064,10.563577688479649,0.16449617499056224,0.3505412829406733,0.33235459552905766,-2.2960453318159635,1.3143598297566497,1.014618147867759,0.11463847416838135,0.1835073548935547,0.29569068158647255,424.0222680706296,423.2431580973591,422.1600574303097,423.1200286035072
0.8400000000000004,-0.9229297369911581,0.6463945569508225,10.627246381267172,0.17149418375172232,0.3615959069202388,0.35008952371446167,-2.55742778807321,1.43061660324963,1.1067036870981362,0.1203482111399985,0.1856750889406085,0.2953643187050577,455.2691791224692,455.4745777893542,456.50963703733436,456.97674557975824
0.9000000000000005,-1.0838712221075408,0.7355843765359594,10.694830946971114,0.17878693203974816,0.3735015885133368,0.3678048844547863,-2.8084269415319256,1.5429990037918364,1.1451801722830455,0.12383723682041244,0.2161572141813293,0.29503867559495267,439.72327984836284,442.27887240354744,439.36945381632887,439.672133037812
0.9600000000000005,-1.2599152564519822,0.831553037470213,10.764031663456672,0.18634133418341392,0.3862812597650809,0.38550072088911946,-3.060934199070039,1.6565723114776127,1.1605088870816704,0.12975020207828783,0.20578513972492915,0.2947137498773791,435.0660738827229,434.2425946059683,434.1851255489685,434.6957102521134
1.0200000000000005,-1.4535829065749197,0.9354815302987926,10.839296125826953,0.19530809690180728,0.3985400905850165,0.4031770760140265,-3.395972867147789,1.8085346695162767,1.3466551177364106,0.17312514518939146,0.2012014455408929,0.29438953918403,493.397679777419,493.0956131404428,491.7924164119673,495.01188627549146
1.0800000000000005,-1.6663809326234678,1.0481417340111916,10.922529645717823,0.20613901153454606,0.4106231822945645,0.42083399268418287,-3.698462452567946,1.9477480318346514,1.4263207785599592,0.19223348811981805,0.20174857872689456,0.2940660411570126,462.00179243979,462.08298013905835,462.56929846705395,464.10127521374244
1.1400000000000006,-1.8984781788253284,1.1697832843328428,11.01228145603915,0.21763705576892356,0.4225056617107379,0.43847151361299286,-4.039271589599968,2.1080319609529954,1.5635436216074303,0.19040947224493346,0.1893620131226782,0.29374325344879104,485.86095062856805,484.96600664466393,484.69376040386527,484.589093719382
1.2000000000000006,-2.1496053194278093,1.300460886307588,11.106334379592127,0.22872782306727935,0.4334758710484712,0.4560896813732134,-4.332632575798835,2.248801203256376,1.570126305477251,0.17040536766052347,0.16477290396681848,0.29342117372212934,446.7625478499264,444.78482034700716,445.46825549378946,443.86217856516066
1.2600000000000007,-2.4183808525246486,1.439690432741307,11.200187564185901,0.23935932297879248,0.4440517163813116,0.4736885383975693,-4.627460684006741,2.3930125958593305,1.5569230935974652,0.1881290082868559,0.19271353711804873,0.2930997996500353,439.80673394303795,442.1443819888705,441.43736288392813,442.92766626564645
1.3200000000000007,-2.706145102951105,1.5882979391036873,11.295203544748157,0.25116400861510524,0.45526986730394725,0.4912681269793655,-4.965653259579659,2.561505100021926,1.6083715636208429,0.20997512705040705,0.17188796967350795,0.29277912891570435,468.51554016547686,466.9251507568056,466.9899011303586,468.72614161596715
1.3800000000000008,-3.0119395200524712,1.745963884615836,11.388100518407585,0.2641663210623877,0.46553277061584364,0.5088284892731014,-5.228374445702508,2.694940213326402,1.487015378330692,0.2275653166117664,0.16931659638735924,0.2924591592124636,409.41256514645687,409.21451713696734,408.0496022687369,409.6674467472373
1.4400000000000008,-3.3355752313406026,1.9128173852445962,11.477104335736056,0.27752282889683144,0.4751848438679662,0.5263696672950751,-5.560280438171039,2.8678850615198646,1.477908240216749,0.21020512403177505,0.13302878663248188,0.29213988824371695,455.91934018166035,453.03349100211506,455.10319495145603,453.75905659916475
1.5000000000000009,-3.679862851918601,2.0905686848606826,11.566285646123578,0.29000391639080636,0.4830100612339754,0.5438917029239851,-5.9165546665846644,3.058149126082222,1.4928053031782405,0.2032490692731621,0.12462005635632731,0.2918213137228896,467.70854787670396,467.0677681218107,467.67611358557417,467.17415334102435
1.560000000000001,-4.046768189417427,2.2805503786691594,11.658005771093991,0.3025638317683974,0.49074723981364254,0.5613946379015333,-6.314066991477691,3.275546745833114,1.562090238573682,0.21932507671002116,0.13644525298192053,0.2915034333733739,489.9720583118064,490.86391157886743,490.76475909340115,491.9949096587846
1.620000000000001,-4.4359831930056925,2.482860938123297,11.750473694716625,0.3160223327193874,0.49910553349350995,0.5788785138330201,-6.660335402273211,3.4690973751225243,1.5181087676313194,0.23275485157360057,0.14448004213907073,0.2911862449284749,454.81254817094504,455.473164954561,458.41273660654747,459.52671169085687
1.680000000000001,-4.843693597302461,2.695608053213059,11.835716428986231,0.3298288924358337,0.5079617327479777,0.5963433721879401,-6.930777887438185,3.623397325007842,1.3219695966318146,0.22422284462467826,0.15320791822002305,0.2908697461313565,401.8348034954004,402.6482273141658,404.32582860851323,403.61470008091885
